ID,name,gender,race,age,city,state,zip_code,hh_income,children,brand_run,last_purchase,frequency,own_home,preferred_channel,preferred_device,purchase_amount,coupon_shopper,discount_shopper,returns,health_code,preferred_brand
85170666e1984f9c896155b1d7c70af8,Georgia Benjamin,F,0,34,West Hempstead, NY,11552,62228,0,1,8,0,1,0,2,4559,0,1,0,0,2
c7115dde0b944786bbcd1098a959a5cb,Sylvia Matthews,F,0,49,Wilkes Barre, PA,18702,58536,0,0,3,9,1,0,1,5264,0,1,0,4,2
6c36195b258145a28c9873ea3cfee22a,Ashley Watkins,F,0,24,Baldwin, NY,11510,62192,1,3,15,3,0,1,2,6603,0,1,0,0,2
585e3d7a1f984d8eabf2ab3e2a4225b3,Shayla Leblanc,F,0,33,Bloomington, IN,47401,65875,1,1,11,8,0,0,3,4846,0,1,0,0,2
8c1aeb94c0844ad998dd7238ecf4e3f2,Khloe Howell,F,0,31,Sun Prairie, WI,53590,45658,1,3,3,1,0,0,2,6238,0,1,0,0,2
1301d1605aa2431c8a0271f5e23284bb,Luna Stephenson,F,0,18,Roanoke, VA,24012,54314,1,2,18,2,0,1,2,4902,0,1,0,0,2
6b9307fdc33f48f7850c669292857989,Ashleigh Costa,F,0,29,Dawsonville, GA,30534,47617,1,1,5,4,0,1,1,6571,0,1,0,0,2
6261d1a55ba2498ca6985e96c2648e95,Julissa Watson,F,0,53,West Fargo, ND,58078,32626,0,3,15,3,1,0,2,6818,1,1,0,4,2
ede42d522aa64b81aaddf2d8fe03db90,Caitlin Hopkins,F,0,50,Altoona, PA,16601,62244,1,1,16,1,1,0,3,4338,0,1,0,4,2
14431340dafc46bd8f317f5c1a9014b2,Alexia Mack,F,0,50,Tampa, FL,33604,55895,1,0,12,3,1,0,1,6093,0,1,0,4,2
754d69f305004673afe978e639a436bc,Adonis Hopkins,F,0,45,New Port Richey, FL,34653,53947,1,0,15,4,1,0,3,3174,0,1,0,0,2
05228caac55449d79aab45df99522275,Sarai Walsh,F,0,48,Roanoke, VA,24012,54314,1,3,3,8,1,0,2,4875,0,1,0,4,2
2f9fae0327af4a52afbc79a7a2f79acf,Dashawn Gross,F,0,54,Salisbury, MD,21801,35421,0,2,3,6,1,0,2,5108,1,1,0,4,2
0abe53a77c2e4f9099034c5196ff062f,Brielle Ware,F,0,55,Freeport, NY,11520,69048,0,1,56,3,1,0,1,6035,1,1,0,4,2
b3b2b4885035435dabcadb72d12dc733,Amiya Casey,F,0,49,Palatine, IL,60067,32626,1,0,17,4,1,0,3,5102,0,1,0,4,2
e8707739409f49cb8d4908fae49d8619,Talon Leblanc,F,0,27,Media, PA,19063,47271,1,1,10,8,0,1,3,7296,0,1,0,0,2
d74db5c525eb4298aad56c48710450a0,Amirah Gentry,F,0,32,Thibodaux, LA,70301,69048,0,4,9,7,0,0,3,2889,0,1,0,0,2
abfddb5424b74bdeb6b99e113b17434f,Alexia Osborne,F,0,33,Yonkers, NY,10701,60463,1,1,19,7,1,0,2,2299,0,1,0,0,2
12805fcd157e45a4a08bc542b0cefb61,Valery Esparza,F,0,55,Salisbury, MD,21801,35421,0,0,46,1,1,0,1,5802,1,1,0,4,2
6fd4343779974929b8530d6a9057a9d5,Giuliana Greene,F,0,69,Hinesville, GA,31313,38006,0,0,46,1,1,0,0,898,1,1,1,4,2
64eb8abbee254312b7c9652f250eaa94,Eve Logan,F,0,27,Barberton, OH,44203,47838,0,1,20,4,0,1,3,3493,0,1,0,0,2
1bacde4d22e64776a291bef178834a84,Erica Hurst,F,0,63,Deland, FL,32720,52609,1,4,64,3,1,0,0,1593,1,1,1,4,2
fa0b7880d3454936b5ca489b5b9d2506,Maxim Norman,F,0,68,Hackensack, NJ,07601,52609,1,1,87,7,1,0,0,2249,1,1,1,4,2
59714c27d72e470cbfaacd2a60f60640,Christina Armstrong,F,0,50,West Lafayette, IN,47906,71755,1,2,13,4,1,0,2,4635,0,1,0,4,2
45e3281f7e7f4e76b0f76ab98ccf92ae,Anya Lloyd,F,0,28,Riverside, NJ,08075,63281,1,1,15,2,0,1,1,3564,0,1,0,0,2
d21971722e20405ab85ffbb84c93f319,Faith Solomon,F,0,30,Birmingham, AL,35209,50341,1,1,15,0,1,0,3,1201,0,1,0,0,2
577052c631b04d8c8e65a15580a113a0,Jax Vance,F,0,24,North Augusta, SC,29841,59460,1,2,9,4,0,1,2,5560,0,1,0,0,2
9bdf4b33bb0b49989a7dff141a6a232f,Miranda Griffith,F,0,31,Dunedin, FL,34698,41613,0,3,10,5,0,0,1,3297,0,1,0,0,2
3c065410b6794dc886703e96081974b4,Tamia Jones,F,0,20,Traverse City, MI,49684,73040,1,2,5,0,0,1,3,6635,0,1,0,0,2
3f23fbf6f53d48e291c9a78a04446bcd,Giada Mathews,F,0,28,Marlton, NJ,08053,84604,1,3,11,2,1,1,3,2730,0,0,0,0,2
c4ae9c3624ba4988829239368b6ea27a,Leanna Huber,F,0,31,Gurnee, IL,60031,91857,0,2,17,4,0,0,2,4932,0,0,0,0,2
4b188fe528c94e738ca211e46008f86d,Talan Aguirre,F,0,23,Erlanger, KY,41018,81263,1,3,18,8,0,1,1,11142,0,0,0,0,2
2f85441de43f4096bc86924e59b60740,Abbey Butler,F,0,52,Franklin Square, NY,11010,55638,0,2,7,0,1,0,3,10040,1,1,0,4,2
c6e3ed26054c46c6af75ba0f013fdd12,Simone Coffey,F,0,42,Sheboygan, WI,53081,46168,0,2,10,0,0,0,3,4519,0,1,0,0,2
0132251baf2b4c07bdf3988fc4af6bd6,Morgan Salas,F,0,22,Derby, KS,67037,44809,0,4,15,6,0,1,1,6064,0,1,0,0,2
8b2794d567e4432f90e8cc29ef4ae4ae,Isis Riddle,F,0,40,Westport, CT,06880,103338,1,4,3,1,0,0,1,6420,0,0,0,0,2
a85420024aa84b29be0421efab00aa03,Shyann Mcbride,F,0,21,Malvern, PA,19355,49555,0,2,12,2,0,1,3,5372,0,1,0,0,2
6dde84e614e541d0b61fda6a8a28ce8e,Brady Mcgrath,F,0,52,North Augusta, SC,29841,59460,0,2,11,8,1,0,2,7166,1,1,0,4,2
28dbaabd048740869c4dd758428322ab,Kylie Mitchell,F,0,25,Fleming Island, FL,32003,79089,1,3,5,3,1,1,1,9468,0,1,0,0,2
39c94281ce2b436fb5609b0ce1236fcd,Emilie Schroeder,F,0,51,Lumberton, NC,28358,32626,1,3,18,8,1,0,3,5002,1,1,0,4,2
be0ed46d721f4a4ea8c3a4205163edb5,Ayden Moody,F,0,40,Carmel, NY,10512,47014,1,0,17,1,0,0,3,7666,0,1,0,0,2
d8871aa626eb46039a6ba3c59a210675,Cassie Walton,F,0,20,Longwood, FL,32779,42229,1,4,4,2,0,1,2,7978,0,1,0,0,2
7885dbc11cb740adb421ca4d9655b435,Kiera Villarreal,F,0,42,Loxahatchee, FL,33470,61241,0,2,12,6,0,0,2,3884,0,1,0,0,2
0fba758e833443fcbdfbbf647eb77a8d,Kamren Rice,F,0,63,Silver Spring, MD,20901,42855,0,2,47,9,1,0,0,4170,1,1,1,4,2
6b2d84d0834c4c6c863b81f8efa29321,Julianna Morgan,F,0,29,Syosset, NY,11791,64222,1,3,17,6,1,1,1,6992,0,1,0,0,2
8580701ec90942db8ca450cc33fbdb96,Eden Lowe,F,0,28,Toms River, NJ,08753,54878,0,1,9,8,1,1,2,5069,0,1,0,0,2
39527e09639945cbaf7d9f2ca8b3de50,Eva Townsend,F,0,36,Carlisle, PA,17013,44476,0,2,20,0,0,0,1,3814,0,1,0,0,2
a8af6c2daa6d4182b5d9d27c66c31d69,Isiah Gardner,F,0,53,New York, NY,10002,53744,1,0,1,3,1,0,2,4241,1,1,0,4,2
44564135aee74f3295d85cb72336761b,Parker Boone,F,0,28,Beloit, WI,53511,59042,1,0,5,5,0,1,2,5542,0,1,0,0,2
5e0542232ca843bdbcfd8a2adcdbe4f6,Brooklynn Pineda,F,0,59,Dawsonville, GA,30534,42855,0,0,80,0,1,0,0,3610,1,1,0,4,2
adc32ce6fab645ec9f811f29535d1173,Kaleigh Cooke,F,0,29,Cockeysville, MD,21030,56886,0,1,4,4,1,1,2,1627,0,1,0,0,2
bef258d540bd4cf5a6d9871590b4e36b,Clare Lopez,F,0,46,Malvern, PA,19355,49555,0,3,17,0,1,0,2,3730,0,1,0,4,2
b55751e54fb64d99ba6a646e512bd9a6,Karsyn Porter,F,0,74,Calhoun, GA,30701,38006,0,0,83,6,1,0,0,266,1,1,1,4,2
6cfef1e463a94609a69ede19d7c2419b,Madalyn Quinn,F,0,30,Charlottesville, VA,22901,60673,0,0,11,7,1,0,1,4234,0,1,0,0,2
21daecb2b15148469e75855fe7b4e9f2,Jaycee Kidd,F,0,65,Terre Haute, IN,47802,53416,0,2,68,2,1,0,0,2031,1,1,1,4,2
5eb2f0258b4c4577bc8b831f175f88af,Ace Adkins,F,0,25,Jersey City, NJ,07302,81263,0,1,3,4,1,1,1,10285,0,0,0,0,2
1a500bd5837d43d8a4c9da5076da0ab1,Denise Moore,F,0,54,Baldwin, NY,11510,62192,1,1,2,6,1,0,3,5464,1,1,0,4,2
b0938019de2c46a3b356c3c1a7b8ad5a,Mallory Michael,F,0,31,Helotes, TX,78023,61393,0,1,1,9,0,0,2,3257,0,1,0,0,2
31f88bf6e09347c1b4ee6e32b5468245,Breanna Ellison,F,0,72,Buffalo, NY,14215,42270,0,1,72,5,1,0,0,2226,1,1,1,4,2
a4c5a95482fc418aa3b358ed130e89c2,Davian Williamson,F,0,23,Mahwah, NJ,07430,89947,0,4,4,4,0,1,2,6634,0,0,0,0,2
2a746691e0cd4b469635ff5b7bc74883,Carly Gray,F,0,51,Whitehall, PA,18052,53739,0,3,6,4,1,0,2,5580,1,1,0,4,2
cf499d845e2b4b368e44200557d6653a,Perla Castillo,F,0,33,Roanoke, VA,24012,54314,0,3,3,6,1,0,2,8671,0,1,0,0,2
a3032336ed3f4388b928ab3840233ba8,Emery Cannon,F,0,73,Eastlake, OH,44095,48603,0,3,20,5,1,0,0,2576,1,1,1,4,2
7000fceca50f4c328cc491e1fb9d0722,Kristian Jensen,F,0,35,Ottumwa, IA,52501,32626,0,0,15,0,0,0,2,7872,0,1,0,0,2
7e76a14239ea4a8ca69c93c67ce82cb1,Cullen Mathews,F,0,42,Port Jefferson Station, NY,11776,43950,0,4,16,4,0,0,2,3766,0,1,0,0,2
4e17b8e080b14ebd8e5c68f3367a76b5,Elsa Matthews,F,0,73,Hamburg, NY,14075,55648,1,2,25,8,1,0,0,1182,1,1,1,4,2
9a376defd0344d7eae1a6139bb0ba260,Emily Sanchez,F,0,38,Banning, CA,92220,36088,1,1,13,8,0,0,1,4281,0,1,0,0,2
1234246abf8d4461b6cd7c9b38560251,Vance Cordova,F,0,31,El Paso, TX,79930,62349,1,2,15,9,0,0,1,5112,0,1,0,0,2
1fcbf256eb844ca4a64eb7bca4b65a21,Dominique Walter,F,0,26,Woodside, NY,11377,50617,0,2,5,1,0,1,3,4468,0,1,0,0,2
c2020baf4194454499006c1e21beefc2,Leanna Thornton,F,0,61,Fort Lauderdale, FL,33308,48981,0,0,43,1,1,0,0,2860,1,1,1,4,2
0b81d45e52244a6a8a06be773c766a02,Eliza Strickland,F,0,38,Grand Blanc, MI,48439,72511,0,4,9,5,0,0,1,6101,0,1,0,0,2
5da72276b92347ca824ba8021cc507cd,Elaina Murray,F,0,45,North Augusta, SC,29841,59460,0,2,3,3,0,0,3,3600,0,1,0,0,2
77222d2c1dea4b6596f90c2568fa439b,Lisa Solomon,F,0,64,Westport, CT,06880,93004,0,2,2,5,1,0,0,3531,1,0,1,4,2
8016f7a5f88640d5a60db40246174157,Tristian Good,F,0,54,La Vergne, TN,37086,42405,0,4,13,2,1,0,2,5834,1,1,0,4,2
556c824334504733aa026021962d6189,Noelle Delgado,F,0,19,Mount Juliet, TN,37122,48645,1,2,18,0,0,1,2,5033,0,1,0,0,2
fec0895d4aaf4a77830727a1bfee5ca5,Destinee Hayes,F,0,64,Capitol Heights, MD,20743,48141,0,2,32,6,1,0,0,944,1,1,1,4,2
a885f5f3827b4932ad3621ee20f639ea,Allyson Gray,F,0,46,Newburgh, NY,12550,63844,0,0,17,7,1,0,2,4264,0,1,0,4,2
aad51c25c7344faabd46d40fcf7ee414,Rylie King,F,0,20,Powder Springs, GA,30127,56886,1,2,17,2,0,1,3,5841,0,1,0,0,2
08cbaa83910b4ebb812ab65f46c40d11,Elisabeth Solomon,F,0,26,Klamath Falls, OR,97603,49336,1,2,20,4,0,1,3,5613,0,1,0,0,2
e448e0881a554e6b9fffc152008277fe,Aedan Stephens,F,0,28,South El Monte, CA,91733,42519,0,4,19,8,0,1,2,8274,0,1,0,0,2
9253f6c8082341fda8370326a8d26983,Danika Wolf,F,0,50,Olive Branch, MS,38654,35421,1,2,16,8,1,0,1,3959,0,1,0,4,2
9028a3bf1b5a43729376a1b96b738408,Destiny Burton,F,0,58,Danvers, MA,01923,56193,0,4,13,5,1,0,0,7266,1,1,0,4,2
ef2d389eaee2429f8ada771e9f898c0c,Sharon Davidson,F,0,48,Aberdeen, SD,57401,63281,1,4,5,4,1,0,3,7250,0,1,0,4,2
49846bca13524ca2b538c84c553f31b1,Tucker Price,F,0,26,Morrisville, PA,19067,42151,0,1,6,6,0,1,2,6247,0,1,0,0,2
c6ae7a19571a4526b9b129959466bcb7,Piper Macias,F,0,20,Fenton, MI,48430,58455,1,1,20,8,0,1,2,3882,0,1,0,0,2
3038d0213ecc48a7b0b7cc08f6ff5bdf,Ciara James,F,0,24,Powder Springs, GA,30127,56886,0,0,10,8,0,1,3,6613,0,1,0,0,2
49b370cb7b22493393086ed6486f7d9f,Maci Banks,F,0,46,Gurnee, IL,60031,91857,0,2,2,8,1,0,2,10962,0,0,0,4,2
777029649758463bad46af61b5404fcb,Jade Malone,F,0,56,Aberdeen, SD,57401,56952,1,0,32,8,1,0,0,7307,1,1,0,4,2
c0635af3466f4486b684a860e1419282,Kyra Holloway,F,0,27,Roanoke Rapids, NC,27870,31082,1,1,15,0,0,1,1,6177,0,1,0,0,2
9fa0a3d59c364559ac7edbbd4b026c7c,Karla Powell,F,0,25,Garland, TX,75043,50444,0,4,2,3,1,1,3,3738,0,1,0,0,2
472f25ad80004904b6aaaef069f018dc,Londyn Acevedo,F,0,21,North Augusta, SC,29841,59460,1,1,7,8,0,1,1,2986,0,1,0,0,2
7e791c315a074a1880ceecfba5980e3a,Lyla Tyler,F,0,60,Long Branch, NJ,07740,42855,0,1,52,0,1,0,0,1710,1,1,1,4,2
f3df13f5575c4e909ece09cca4fc60fc,Noah Davies,F,0,45,Land O Lakes, FL,34639,71755,0,1,20,1,0,0,1,5312,0,1,0,0,2
810d8c8fc79c4539a1fc7df48bdb033b,Jayla Mitchell,F,0,51,Mechanicsville, VA,23111,36999,1,0,15,6,1,0,3,7068,1,1,0,4,2
137b18c3d1d441e6826a838ffb8a7ea6,Emmy Walters,F,0,52,Lorton, VA,22079,56641,1,2,18,3,1,0,1,4129,1,1,0,4,2
1a126d8295d94b7f80ac1fc873f35495,Nyasia Little,F,0,41,Stockbridge, GA,30281,56886,0,0,8,6,0,0,1,7219,0,1,0,0,2
4ffbd103bcd24c688d655e087fc395c2,Lauryn Howell,F,0,23,Woodside, NY,11377,50617,0,2,6,4,0,1,3,6938,0,1,0,0,2
a2c920aa8d3e4c6583632b3116323cd0,Hayden Walters,F,0,60,Cumming, GA,30040,27973,1,0,59,7,1,0,0,8488,1,1,1,5,2
f4a18c52921642cf97b93b65362c839e,Kolby Baldwin,F,0,39,Long Branch, NJ,07740,47617,1,3,20,5,0,0,2,5926,0,1,0,0,2
3cc897470d1e4eae9b39eb8c2debf151,Josiah Mcclain,F,0,30,Vincentown, NJ,08088,47617,1,2,11,3,0,0,3,1464,0,1,0,0,2
dcc6bfff25df443c93944b8c5f3910ce,Orion Stark,F,0,44,Toms River, NJ,08753,54878,1,4,12,4,0,0,1,5852,0,1,0,0,2
8f0a9a90528e4e79b154bfe554232724,Gunnar Cannon,F,0,47,Endicott, NY,13760,62543,1,3,11,8,1,0,1,3234,0,1,0,4,2
04a0c5105d6347958b0b1735467c6ba3,Kennedy Mccoy,F,0,34,Glendale, AZ,85302,39780,1,1,17,1,0,0,2,2950,0,1,0,0,2
4dcf03df7bf84376aebcee61e0df8a36,Connor Woodard,F,0,35,Kennewick, WA,99337,42478,1,1,13,1,0,0,3,7188,0,1,0,0,2
9c2c2bf1abaf4e308b5894d688e67e7b,Kelly Arroyo,F,0,73,Cleveland, TN,37312,36085,1,0,15,9,1,0,0,1285,1,1,1,4,2
24251b6dc3db492686650e6deac35863,Rubi Sellers,F,0,62,Land O Lakes, FL,34639,64579,0,2,67,7,1,0,0,3688,1,1,1,4,2
5d3aa52040f045f68d17b2d62dbcc5db,Hayden Villegas,F,0,42,Fargo, ND,58102,46571,1,2,12,4,0,0,1,4610,0,1,0,0,2
f531c5198256422a92b76f446573b863,Cindy Dudley,F,0,44,Grosse Pointe, MI,48236,61832,1,3,9,5,0,0,3,4795,0,1,0,0,2
ab540b0c255a4ad0a28eda5b175b3e2a,Laurel Kidd,F,0,44,Stoughton, MA,02072,87652,0,1,9,2,1,0,2,100,0,0,0,0,2
b710828e6e854601955d4256566be327,Kianna Campos,F,0,42,Little Rock, AR,72209,31260,1,3,9,2,0,0,3,5146,0,1,0,0,2
7fe127418f9f4fdf999e51d4fb71998c,Dania Gilmore,F,0,40,Fleming Island, FL,32003,79089,0,0,18,8,0,0,1,6439,0,1,0,0,2
f16855b6630a47cdaa2f3880a3945515,Sidney Mann,F,0,23,Grove City, OH,43123,61933,0,4,20,4,0,1,2,4868,0,1,0,0,2
7afe064b163a4229a82065762402263a,Tyshawn Marquez,F,0,19,Lake Mary, FL,32746,56997,0,1,8,1,0,1,3,5269,0,1,0,0,2
706bb6c01da44edc93de2a0e08571207,Valerie Flowers,F,0,72,Mason, OH,45040,31453,1,3,34,8,1,0,0,1696,1,1,1,4,2
590c6b4be2d847e58151f72b5be0e65a,Shyanne Hamilton,F,0,65,Fort Worth, TX,76110,49678,1,1,69,5,1,0,0,1606,1,1,1,4,2
f7c8761d836944d4800f6a7a10e696de,Yahir Buchanan,F,0,56,Collegeville, PA,19426,97643,0,0,43,5,1,0,0,11860,1,0,0,4,2
5f25c3a66d3b47038d0dbdc9ca11f910,Cailyn Zhang,F,0,25,Hickory, NC,28601,31082,1,0,20,6,0,1,1,3421,0,1,0,0,2
626002c491bd4b1dab2819ef08de8c7a,Shania Mcgrath,F,0,50,Ridgewood, NJ,07450,64205,1,2,5,8,1,0,3,4133,0,1,0,4,2
3fae0fa6105a4cdba08ea8092cefc9b7,Sasha Boyer,F,0,23,East Northport, NY,11731,47968,0,3,10,0,0,1,2,4123,0,1,0,0,2
7813d52824c34acbb2914e1439deb6c0,Karina Maxwell,F,0,20,Allentown, PA,18102,58489,0,2,6,1,0,1,2,4995,0,1,0,0,2
6cf8e704e6594673aab10d0682d5832b,Marianna Hardy,F,0,30,Charlottesville, VA,22901,60673,0,0,16,8,1,0,2,5239,0,1,0,0,2
91c1e6266ff742468461bee6de2ff9f8,Saige Mcpherson,F,0,20,Fitchburg, MA,01420,54878,0,1,10,0,0,1,2,5389,0,1,0,0,2
2015dd40bb944baca31a6a3a7afa296f,Kayley Gould,F,0,51,Cherry Hill, NJ,08003,54033,1,3,11,3,1,0,1,4557,1,1,0,4,2
afaf610d010b4f4da8e41f5933a56ff6,Anabella Christensen,F,0,35,Jamaica, NY,11432,56435,0,0,5,6,1,0,1,5656,0,1,0,0,2
b1c133f238f944bc8a93e66f8861f7d9,Maya Blankenship,F,0,61,Buckeye, AZ,85326,47673,0,1,22,9,1,0,0,2698,1,1,1,4,2
d5588817d40849c69c6e524744b0d7a6,Mckayla Hunter,F,0,18,Fargo, ND,58102,46571,1,0,1,9,0,1,1,6319,0,1,0,0,2
f2a802b7c1dc4bff9ee4a3d7bd58d367,Paige Clarke,F,0,35,Howard Beach, NY,11414,53484,1,3,16,5,1,0,3,4790,0,1,0,0,2
5dcb87f65fd6472a8df7f43ae9b92645,Maddox Reese,F,0,61,Fleming Island, FL,32003,71180,0,2,72,9,1,0,0,3184,1,1,1,4,2
2e4bfa27dd814da891d7036fcd9d238d,Desiree Morrison,F,0,31,Glastonbury, CT,06033,98082,1,2,18,4,1,0,1,5362,0,0,0,0,2
0cdf63b88ea1456092abdb363627ea84,Alivia Lee,F,0,73,Columbus, GA,31904,41913,1,2,27,7,1,0,0,2440,1,1,1,4,2
be626cb99b614aa48f0c097b5ac54e7e,Izabelle Poole,F,0,32,Newburgh, NY,12550,63844,1,3,14,0,1,0,1,4550,0,1,0,0,2
64ea024039f54126a2a114108c32cd8b,Kylee Reese,F,0,36,Missoula, MT,59801,31082,0,4,11,2,0,0,1,4082,0,1,0,0,2
68d3cf5ae78644d9924a42031c323ed7,Alena Sawyer,F,0,21,Joliet, IL,60435,32626,1,3,2,7,0,1,1,1504,0,1,0,0,2
61de81cff4e54a2e91d64ada2357bfeb,Jaylin Grimes,F,0,59,Grove City, OH,43123,55739,1,3,40,1,1,0,0,6447,1,1,0,4,2
0f9afe1196cc4e74bcaf061508f420da,Kamren Good,F,0,51,Powder Springs, GA,30127,56886,1,1,6,1,1,0,1,3733,1,1,0,4,2
5bee9289b0884fdf904ee343236b7dde,Skye Gilbert,F,0,33,Essex, MD,21221,63281,1,4,2,9,0,0,1,8142,0,1,0,0,2
ee10f9d64b5449cf80f84a3c9f2515aa,Wendy Blevins,F,0,31,Highland Park, IL,60035,46571,0,4,10,2,0,0,1,1544,0,1,0,0,2
69cfb54ccfb14086a84dd9ae5f0ddba7,Paige Short,F,0,24,Sarasota, FL,34231,64205,0,4,2,1,0,1,3,2404,0,1,0,0,2
7eddd5e8883a4d30841589b6bd0a4eba,Annabel Case,F,0,18,Dublin, GA,31021,53490,0,0,18,8,0,1,3,3196,0,1,0,0,2
88f579e19f124840bda7ebd7b070644e,Keely Barajas,F,0,37,Nutley, NJ,07110,55895,0,2,6,2,0,0,3,1187,0,1,0,0,2
